token_text	predicates	gold predicates	arguments	gold arguments
returned	PRED	PRED	_	_
later	_	_	_	_
though	_	_	_	_
.	_	_	_	_
What	_	_	ARG	ARG
irritates	PRED	PRED	_	_
me	_	_	ARG	ARG
is	PRED	PRED	_	_
this	_	_	_	_
sudden	_	_	_	_
false	_	_	_	_
'	_	_	_	_
solidarity	_	_	_	_
'	_	_	_	_
between	_	_	_	_
Sunni	_	_	_	_
and	_	_	_	_
Shi'ite	_	_	_	_
clerics	_	_	_	_
,	_	_	_	_
we	_	_	ARG	_
all	_	_	_	_
know	PRED	PRED	_	_
that	_	_	_	_
they	_	_	ARG	_
would	_	_	_	_
be	PRED	PRED	_	_
glad	_	PRED	_	_
to	_	_	_	_
get	PRED	PRED	_	_
at	_	_	_	_
each	_	_	_	_
other	_	_	_	_
s	_	_	_	_
throats	_	_	_	_
when	_	_	_	_
they	_	_	ARG	_
have	PRED	PRED	_	_
the	_	_	_	_
chance	_	PRED	ARG	_
,	_	_	_	_
and	_	_	_	_
Shia	_	_	_	_
clerics	_	_	ARG	_
were	PRED	PRED	_	_
describing	_	PRED	_	_
Fallujan	_	_	_	_
insurgents	_	_	ARG	_
as	_	_	_	_
'	_	_	_	_
Ba'athists	_	_	_	_
'	_	_	_	_
,	_	_	_	_
'	_	_	_	_
Saddamites	_	_	_	_
'	_	_	_	_
,	_	_	_	_
'	_	_	_	_
Wahhabis	_	_	_	_
'	_	_	_	_
,	_	_	_	_
and	_	_	_	_
'	_	_	_	_
terrorists	_	_	_	_
'	_	_	_	_
just	_	_	_	_
a	_	_	_	_
few	_	_	_	_
days	_	_	_	_
ago	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
guess	PRED	PRED	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
just	_	_	_	_
the	_	_	_	_
old	_	_	_	_
new	_	_	_	_
Arab	_	_	_	_
'	_	_	_	_
Me	_	_	_	_
against	_	_	_	_
my	_	_	_	_
brother	_	_	_	_
,	_	_	_	_
me	_	_	_	_
and	_	_	_	_
my	_	_	_	_
brother	_	_	_	_
against	_	_	_	_
my	_	_	_	_
cousin	_	_	_	_
,	_	_	_	_
me	_	_	_	_
and	_	_	_	_
my	_	_	_	_
cousin	_	_	_	_
against	_	_	_	_
my	_	_	_	_
enemy	_	_	_	_
'	_	_	_	_
,	_	_	_	_
or	_	_	_	_
'	_	_	_	_
The	_	_	_	_
enemy	_	_	ARG	_
of	_	_	_	_
my	_	_	_	_
enemy	_	_	_	_
is	PRED	PRED	_	_
my	_	_	_	_
friend	_	_	_	_
'	_	_	_	_
thing	_	_	ARG	ARG
going	_	PRED	_	_
on	_	_	_	_
again	_	_	_	_
.	_	_	_	_
Speaking	_	PRED	_	_
of	_	_	_	_
Fallujah	_	_	_	ARG
,	_	_	_	_
we	_	_	ARG	_
have	PRED	PRED	_	_
only	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Jazeera	_	_	ARG	_
to	_	_	_	_
rely	PRED	PRED	_	_
on	_	_	_	_
for	_	_	_	_
our	_	_	_	_
news	_	_	_	_
from	_	_	_	_
there	_	_	_	_
.	_	_	_	_
They	_	_	ARG	_
have	PRED	PRED	_	_
sent	PRED	PRED	_	_
over	_	_	_	_
their	_	_	_	_
top	_	_	_	_
reporter	_	_	ARG	_
Ahmed	_	_	_	_
Mansour	_	_	_	_
to	_	_	_	_
the	_	_	_	_
town	_	_	ARG	_
,	_	_	_	_
and	_	_	_	_
he	_	_	ARG	_
is	PRED	PRED	_	_
spouting	_	PRED	_	_
all	_	_	_	_
kinds	_	_	ARG	_
of	_	_	_	_
propaganda	_	_	_	_
hourly	_	_	_	_
reminding	_	PRED	_	_
me	_	_	ARG	_
of	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Sahhaf	_	_	_	_
.	_	_	_	_
|	|	_	_	_	_
They	_	_	ARG	_
are	PRED	PRED	_	_
targetting	_	PRED	_	_
ambulances	_	_	ARG	_
|	|	_	_	_	_
,	_	_	_	_
|	|	_	_	_	_
American	_	_	_	_
snipers	_	_	ARG	_
are	PRED	PRED	_	_
shooting	_	PRED	_	_
children	_	_	ARG	_
and	_	_	_	_
pregnant	_	_	_	_
women	_	_	_	_
|	|	_	_	_	_
,	_	_	_	_
and	_	_	_	_
|	|	_	_	_	_
They	_	_	ARG	_
are	PRED	PRED	_	_
using	_	PRED	_	_
cluster	_	_	_	_
bombs	_	_	ARG	_
against	_	_	_	_
civilians	_	_	_	_
|	|	_	_	_	_
is	PRED	PRED	_	_
all	_	_	_	_
you	_	_	ARG	_
get	PRED	PRED	_	_
to	_	_	_	_
hear	PRED	PRED	_	_
from	_	_	_	_
him	_	_	_	_
.	_	_	_	_
He	_	_	ARG	_
did	PRED	PRED	_	_
once	_	_	_	_
make	PRED	PRED	_	_
an	_	_	_	_
unforgivable	_	_	_	_
error	_	PRED	ARG	_
when	_	_	_	_
he	_	_	ARG	_
mentioned	PRED	PRED	_	_
that	_	_	_	_
Fallujan	_	_	_	_
militants	_	_	ARG	_
were	PRED	PRED	_	_
shooting	_	PRED	_	_
at	_	_	_	_
the	_	_	_	_
Marines	_	_	_	_
from	_	_	_	_
the	_	_	_	_
roofs	_	_	_	_
of	_	_	_	_
mosques	_	_	_	_
and	_	_	_	_
houses	_	_	_	_
in	_	_	_	_
Hay	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Golan	_	_	_	_
,	_	_	_	_
but	_	_	_	_
of	_	_	_	_
course	_	_	_	_
that	_	_	ARG	_
is	PRED	PRED	_	_
okay	_	_	_	_
for	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Jazeera	_	_	_	_
.	_	_	_	_
Someone	_	_	ARG	ARG
who	_	_	ARG	ARG
called	PRED	PRED	_	_
himself	_	_	ARG	ARG
Abu	_	_	_	ARG
Hafs	_	_	_	_
from	_	_	_	_
the	_	_	_	_
Ibn	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Khattab	_	_	_	_
Brigades	_	_	_	_
(	_	_	_	_
another	_	_	_	_
new	_	_	_	_
group	_	_	_	_
)	_	_	_	_
was	PRED	PRED	_	_
on	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Jazeera	_	_	_	_
describing	_	PRED	_	_
the	_	_	_	_
enormous	_	_	_	_
casualties	_	_	ARG	_
among	_	_	_	_
the	_	_	_	_
Marines	_	_	_	_
and	_	_	_	_
he	_	_	ARG	_
sweared	PRED	PRED	_	_
that	_	_	_	_
American	_	_	_	_
soldiers	_	_	ARG	_
were	PRED	PRED	_	_
mutilating	_	PRED	_	_
the	_	_	_	_
bodies	_	_	ARG	_
of	_	_	_	_
dead	_	_	_	_
insurgents	_	_	_	_
.	_	_	_	_
Over	_	_	_	_
300	_	_	_	_
Iraqis	_	_	ARG	_
are	PRED	PRED	_	_
reported	PRED	PRED	_	_
dead	_	_	_	_
and	_	_	_	_
500	_	_	_	_
wounded	_	_	_	_
in	_	_	_	_
Fallujah	_	_	_	_
alone	_	_	_	_
.	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Iraqiyah	_	_	_	_
tv	_	_	ARG	ARG
said	PRED	PRED	_	_
that	_	_	_	_
ICDC	_	_	ARG	_
were	PRED	PRED	_	_
controlling	_	PRED	_	ARG
Ramadi	_	_	ARG	_
.	_	_	_	_
Azzaman	_	_	_	_
newspaper	_	_	ARG	ARG
mentioned	PRED	PRED	_	_
an	_	_	_	_
announcement	_	PRED	ARG	ARG
signed	PRED	PRED	_	_
by	_	_	_	_
Abdul	_	_	_	_
Aziz	_	_	_	_
bin	_	_	_	_
Muqrin	_	_	ARG	_
,	_	_	_	_
an	_	_	_	_
Al	_	_	_	_
-	_	_	_	_
Qaeda	_	_	_	_
operative	_	_	_	_
in	_	_	_	_
Saudi	_	_	_	_
Arabia	_	_	_	_
on	_	_	_	_
an	_	_	_	_
Islamic	_	_	_	_
website	_	_	_	_
'	_	_	_	_
the	_	_	_	_
voice	_	_	_	_
of	_	_	_	_
Jihad	_	_	_	_
'	_	_	_	_
,	_	_	_	_
in	_	_	_	_
which	_	_	_	_
he	_	_	ARG	_
stated	PRED	PRED	_	_
that	_	_	_	_
|	|	_	_	_	_
although	_	_	_	_
mutilating	_	PRED	_	_
dead	_	_	_	_
bodies	_	_	ARG	_
is	PRED	PRED	_	_
not	_	_	_	_
originally	_	_	_	_
permitted	PRED	PRED	_	_
in	_	_	_	_
Islam	_	_	_	_
,	_	_	_	_
but	_	_	_	_
in	_	_	_	_
this	_	_	_	_
case	_	PRED	_	_
it	_	_	ARG	_
is	PRED	PRED	_	_
allowed	PRED	PRED	_	_
if	_	_	_	_
Muslims	_	_	ARG	_
use	PRED	PRED	_	_
it	_	_	ARG	_
against	_	_	_	_
infidels	_	_	_	_
to	_	_	_	_
deter	PRED	PRED	_	_
them	_	_	ARG	_
from	_	_	_	_
committing	_	PRED	_	_
criminal	_	_	_	_
actions	_	PRED	ARG	_
|	|	_	_	_	_
.	_	_	_	_
He	_	_	ARG	ARG
added	PRED	PRED	_	_
that	_	_	_	_
|	|	_	_	_	_
America	_	_	ARG	_
does	PRED	PRED	_	_
not	_	_	_	_
understand	PRED	PRED	_	ARG
anything	_	_	ARG	_
except	_	_	_	_
the	_	_	_	_
language	_	_	_	_
of	_	_	_	_
force	_	_	_	_
and	_	_	_	_
retaliation	_	PRED	_	_
,	_	_	_	_
they	_	_	ARG	_
were	PRED	PRED	_	_
kicked	PRED	PRED	_	_
out	_	_	_	_
of	_	_	_	_
Somalia	_	_	_	_
in	_	_	_	_
humiliation	_	PRED	_	_
after	_	_	_	_
that	_	_	_	_
soldier	_	_	ARG	_
was	PRED	PRED	_	_
dragged	PRED	PRED	_	_
in	_	_	_	_
Mogadishu	_	_	_	_
for	_	_	_	_
the	_	_	_	_
whole	_	_	_	_
world	_	_	_	_
to	_	_	_	_
see	PRED	PRED	_	_
|	|	_	_	_	_
,	_	_	_	_
and	_	_	_	_
that	_	_	_	_
|	|	_	_	_	_
the	_	_	_	_
day	_	_	_	_
will	_	_	_	_
come	PRED	PRED	_	_
when	_	_	_	_
the	_	_	_	_
dead	_	_	_	_
bodies	_	_	ARG	_
of	_	_	_	_
Americans	_	_	_	_
and	_	_	_	_
Jews	_	_	_	_
would	_	_	_	_
be	PRED	PRED	_	_
dragged	PRED	PRED	_	_
,	_	_	_	_
defiled	PRED	PRED	_	_
,	_	_	_	_
and	_	_	_	_
stepped	PRED	PRED	_	_
on	_	_	_	_
in	_	_	_	_
the	_	_	_	_
Arabian	_	_	_	_
peninsula	_	_	_	_
together	_	_	_	_
with	_	_	_	_
their	_	_	_	_
agents	_	_	_	_
and	_	_	_	_
supporters	_	_	_	_
|	|	_	_	_	_
.	_	_	_	_
Elena	_	_	_	ARG
's	_	_	_	_
motorcycle	_	_	_	ARG
tour	_	PRED	ARG	_
through	_	_	_	_
the	_	_	_	_
region	_	_	_	ARG
around	_	_	_	_
Chernobyl	_	_	_	_
has	PRED	PRED	_	_
revived	PRED	PRED	_	_
interest	_	PRED	ARG	_
in	_	_	_	_
one	_	_	_	_
of	_	_	_	_
the	_	_	_	_
most	_	_	_	_
serious	_	_	_	_
nuclear	_	_	_	_
disasters	_	_	_	_
in	_	_	_	_
history	_	_	_	_
.	_	_	_	_
We	_	_	ARG	ARG
all	_	_	_	_
know	PRED	PRED	_	_
what	_	_	ARG	_
happened	PRED	PRED	_	ARG
,	_	_	_	_
but	_	_	_	_
even	_	_	_	_
to	_	_	_	_
this	_	_	_	_
day	_	_	ARG	_
,	_	_	_	_
there	_	_	_	_
are	PRED	PRED	_	_
many	_	_	_	_
different	_	_	_	_
versions	_	_	_	_
and	_	_	_	_
opinions	_	_	_	_
on	_	_	_	_
how	_	_	ARG	_
it	_	_	ARG	_
happened	PRED	PRED	_	_
and	_	_	_	_
what	_	_	_	_
effect	_	PRED	ARG	_
Chernobyl	_	_	ARG	_
will	_	_	_	_
have	PRED	PRED	_	_
on	_	_	_	_
the	_	_	_	_
health	_	_	_	_
of	_	_	_	_
people	_	_	_	_
affected	PRED	PRED	_	_
by	_	_	_	_
the	_	_	_	_
fallout	_	PRED	ARG	_
.	_	_	_	_
Now	_	_	ARG	ARG
you	_	_	ARG	ARG
can	_	_	_	ARG
tour	PRED	PRED	_	_
Chernobyl	_	_	ARG	ARG
and	_	_	_	_
write	PRED	PRED	_	_
your	_	_	_	_
own	_	_	_	_
story	_	_	ARG	_
.	_	_	_	_
This	_	_	ARG	ARG
is	PRED	PRED	_	_
not	_	_	_	ARG
a	_	_	_	_
post	_	PRED	_	ARG
about	_	_	_	_
fault	_	_	_	_
-	_	_	_	_
finding	_	PRED	_	_
or	_	_	_	_
assigning	_	PRED	_	_
blame	_	PRED	ARG	_
.	_	_	_	_
It	_	_	ARG	ARG
is	PRED	PRED	_	_
a	_	_	_	_
time	_	_	_	ARG
to	_	_	_	_
learn	PRED	PRED	_	_
what	_	_	ARG	_
happened	PRED	PRED	_	_
and	_	_	_	_
how	_	_	ARG	_
it	_	_	ARG	_
may	_	_	_	_
affect	PRED	PRED	_	_
the	_	_	_	_
future	_	_	ARG	_
.	_	_	_	_
There	_	_	_	_
was	PRED	PRED	_	_
a	_	_	_	_
soothing	_	_	_	_
authoritative	_	_	_	_
UNSCEAR	_	_	_	_
(	_	_	_	_
United	_	_	_	_
Nations	_	_	_	_
Scientific	_	_	_	_
Committee	_	_	_	_
on	_	_	_	_
the	_	_	_	_
Effects	_	_	_	_
of	_	_	_	_
Atomic	_	_	_	_
Radiation	_	_	_	_
)	_	_	_	_
report	_	PRED	_	ARG
in	_	_	_	_
2000	_	_	_	ARG
on	_	_	_	_
the	_	_	_	_
health	_	_	_	_
effects	_	PRED	_	ARG
of	_	_	_	_
Chernobyl	_	_	_	_
confirming	_	PRED	_	ARG
that	_	_	_	_
there	_	_	_	_
was	PRED	PRED	_	_
no	_	_	_	_
scientific	_	_	_	_
evidence	_	_	_	_
of	_	_	_	_
any	_	_	_	_
significant	_	_	_	_
radiation	_	_	_	_
-	_	_	_	_
related	_	_	_	_
health	_	_	_	_
effects	_	PRED	_	_
to	_	_	_	_
most	_	_	_	_
people	_	_	ARG	_
exposed	PRED	PRED	_	_
.	_	_	_	_
This	_	_	ARG	_
was	PRED	PRED	_	_
heavily	_	_	_	_
promoted	PRED	PRED	_	_
by	_	_	_	_
the	_	_	_	_
Australasian	_	_	_	_
Radiation	_	_	_	_
Protection	_	_	_	_
Society	_	_	ARG	_
in	_	_	_	_
a	_	_	_	_
press	_	_	_	_
release	_	PRED	_	_
titled	PRED	PRED	_	_
THE	_	_	_	_
MYTHS	_	_	_	_
OF	_	_	_	_
CHERNOBYL	_	_	_	_
which	_	_	ARG	_
contained	PRED	PRED	_	_
the	_	_	_	_
following	_	_	ARG	_
:	_	_	_	_
One	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
most	_	_	_	_
widespread	_	_	_	_
myths	_	_	_	_
of	_	_	_	_
recent	_	_	_	_
times	_	_	_	_
is	PRED	PRED	_	_
that	_	_	_	_
the	_	_	_	_
Chernobyl	_	_	_	_
nuclear	_	_	_	_
reactor	_	_	_	_
accident	_	_	ARG	_
in	_	_	_	_
1986	_	_	_	_
caused	PRED	PRED	_	ARG
many	_	_	_	_
thousands	_	_	ARG	_
of	_	_	_	_
extra	_	_	_	_
cancer	_	_	_	_
deaths	_	PRED	_	_
in	_	_	_	_
neighbouring	_	PRED	_	_
regions	_	_	_	_
,	_	_	_	_
and	_	_	_	_
that	_	_	_	_
public	_	_	_	_
health	_	_	ARG	_
has	PRED	PRED	_	_
been	PRED	PRED	_	_
severely	_	_	_	_
affected	PRED	PRED	_	_
by	_	_	_	_
exposure	_	PRED	ARG	_
to	_	_	_	_
radiation	_	PRED	ARG	_
.	_	_	_	_
Many	_	_	_	_
people	_	_	ARG	ARG
still	_	_	_	ARG
believe	PRED	PRED	_	_
that	_	_	_	ARG
to	_	_	_	_
be	PRED	PRED	_	_
true	_	PRED	_	ARG
,	_	_	_	_
even	_	_	_	_
though	_	_	_	_
the	_	_	_	_
Ministry	_	_	ARG	_
of	_	_	_	_
Russian	_	_	_	_
Federation	_	_	_	_
on	_	_	_	_
Civil	_	_	_	_
Defence	_	_	_	_
,	_	_	_	_
Emergencies	_	_	_	_
and	_	_	_	_
Elimination	_	_	_	_
of	_	_	_	_
Conseguences	_	_	_	_
of	_	_	_	_
Natural	_	_	_	_
Disasters	_	_	_	_
(	_	_	_	_
EMERCOM	_	_	_	_
of	_	_	_	_
Russia	_	_	_	_
)	_	_	_	_
reported	PRED	PRED	_	ARG
this	_	_	ARG	_
in	_	_	_	_
1996	_	_	_	_
:	_	_	_	_
In	_	_	_	_
the	_	_	_	_
last	_	_	_	_
decade	_	_	_	_
,	_	_	_	_
there	_	_	_	_
has	PRED	PRED	_	_
been	PRED	PRED	_	_
a	_	_	_	_
real	_	_	_	_
and	_	_	_	_
significant	_	_	_	_
increase	_	PRED	_	_
in	_	_	_	_
childhood	_	_	_	_
and	_	_	_	_
,	_	_	_	_
to	_	_	_	_
a	_	_	_	_
certain	_	_	_	_
extent	_	_	ARG	_
,	_	_	_	_
adult	_	_	_	_
carcinoma	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
thyroid	_	_	_	_
in	_	_	_	_
contaminated	PRED	_	_	_
regions	_	_	_	_
of	_	_	_	_
the	_	_	_	_
former	_	_	_	_
Soviet	_	_	_	_
Union	_	_	_	_
(	_	_	_	_
Wi940	_	_	_	_
)	_	_	_	_
which	_	_	ARG	_
should	_	_	_	_
be	PRED	PRED	_	_
attributed	PRED	PRED	_	_
to	_	_	_	_
the	_	_	_	_
Chernobyl	_	_	_	_
accident	_	_	ARG	_
until	_	_	_	_
proven	PRED	PRED	_	_
otherwise	_	_	_	_
.	_	_	_	_
The	_	_	_	_
prestigious	_	_	_	_
IAEA	_	_	ARG	ARG
(	_	_	_	_
International	_	_	_	_
Atomic	_	_	_	_
Energy	_	_	_	_
Agency	_	_	_	_
)	_	_	_	_
published	PRED	PRED	_	_
an	_	_	_	_
early	_	_	_	_
report	_	PRED	ARG	ARG
on	_	_	_	_
Chernobyl	_	_	_	_
which	_	_	ARG	_
was	PRED	PRED	_	_
based	PRED	PRED	_	_
on	_	_	_	_
information	_	_	_	_
from	_	_	_	_
Russian	_	_	_	_
sources	_	_	_	_
and	_	_	_	_
stated	PRED	PRED	_	_
that	_	_	_	_
there	_	_	_	_
was	PRED	PRED	_	_
no	_	_	_	_
significant	_	_	_	_
health	_	_	_	_
effects	_	PRED	_	_
.	_	_	_	_
However	_	_	_	ARG
,	_	_	_	_
in	_	_	_	_
April	_	_	_	ARG
2001	_	_	_	_
,	_	_	_	_
the	_	_	_	_
IAEA	_	_	ARG	ARG
published	PRED	PRED	_	_
Fifteen	_	_	_	_
Years	_	_	ARG	_
after	_	_	_	_
the	_	_	_	_
Chernobyl	_	_	_	_
Accident	_	_	_	_
-	_	_	_	_
Lessons	_	_	ARG	ARG
learned	PRED	PRED	_	_
.	_	_	_	_
which	_	_	ARG	_
contradict	PRED	PRED	_	_
the	_	_	_	_
earlier	_	_	_	_
reports	_	PRED	ARG	_
.	_	_	_	_
The	_	_	_	_
dramatic	_	_	_	ARG
increase	_	PRED	ARG	_
in	_	_	_	_
radiation	_	_	_	_
-	_	_	_	_
induced	PRED	_	_	_
thyroid	_	_	_	_
cancers	_	_	_	ARG
in	_	_	_	_
children	_	_	_	ARG
and	_	_	_	_
adolescents	_	_	_	_
in	_	_	_	_
Belarus	_	_	_	ARG
,	_	_	_	_
Russia	_	_	_	_
,	_	_	_	_
and	_	_	_	_
Ukraine	_	_	_	_
,	_	_	_	_
which	_	_	ARG	_
have	PRED	PRED	_	_
been	PRED	PRED	_	_
observed	PRED	PRED	_	ARG
since	_	_	_	_
1991	_	_	_	_
,	_	_	_	_
continues	PRED	PRED	_	_
to	_	_	_	_
this	_	_	_	_
day	_	_	ARG	_
.	_	_	_	_
...	_	_	_	_
a	_	_	_	_
drop	_	PRED	_	_
in	_	_	_	_
the	_	_	_	_
birth	_	_	_	_
rate	_	_	_	ARG
,	_	_	_	_
a	_	_	_	_
deterioration	_	PRED	_	_
in	_	_	_	_
women	_	_	_	_
's	_	_	_	_
reproductive	_	_	_	_
health	_	_	_	_
,	_	_	_	_
an	_	_	_	_
increase	_	PRED	_	_
in	_	_	_	_
complications	_	PRED	_	_
during	_	_	_	_
pregnancy	_	_	_	_
and	_	_	_	_
birth	_	PRED	_	_
,	_	_	_	_
and	_	_	_	_
a	_	_	_	_
deterioration	_	PRED	_	_
in	_	_	_	_
neonatal	_	_	_	_
health	_	_	_	_
....	_	_	_	_
The	_	_	_	_
dynamics	_	_	ARG	_
of	_	_	_	_
change	_	PRED	_	_
in	_	_	_	_
the	_	_	_	_
state	_	_	_	ARG
of	_	_	_	_
health	_	_	_	_
of	_	_	_	_
children	_	_	_	_
affected	PRED	PRED	_	_
by	_	_	_	_
the	_	_	_	_
Chernobyl	_	_	_	_
accident	_	_	ARG	_
in	_	_	_	_
all	_	_	_	_
three	_	_	_	_
countries	_	_	_	_
-	_	_	_	_
Belarus	_	_	_	_
,	_	_	_	_
Russia	_	_	_	_
,	_	_	_	_
and	_	_	_	_
Ukraine	_	_	_	_
-	_	_	_	_
in	_	_	_	_
the	_	_	_	_
post-accident	_	_	_	_
period	_	_	_	_
is	PRED	PRED	_	_
characterized	PRED	PRED	_	_
by	_	_	_	_
persistent	_	_	_	_
negative	_	_	_	_
tendencies	_	_	ARG	_
:	_	_	_	_
the	_	_	_	_
morbidity	_	_	_	_
rate	_	_	ARG	_
is	PRED	PRED	_	_
going	_	PRED	_	_
up	_	_	_	_
,	_	_	_	_
the	_	_	_	_
number	_	_	ARG	_
of	_	_	_	_
really	_	_	_	_
healthy	_	_	_	_
children	_	_	_	_
is	PRED	PRED	_	_
dropping	_	PRED	_	_
,	_	_	_	_
and	_	_	_	_
disability	_	_	ARG	_
is	PRED	PRED	_	_
increasing	_	PRED	_	_
.	_	_	_	_
As	_	_	_	_
a	_	_	_	_
parent	_	_	_	ARG
,	_	_	_	_
I	_	_	ARG	ARG
can	_	_	_	ARG
well	_	_	_	ARG
imagine	PRED	PRED	_	_
how	_	_	ARG	_
painful	_	_	_	ARG
it	_	_	ARG	_
must	_	_	_	_
be	PRED	PRED	_	_
for	_	_	_	_
those	_	_	_	_
families	_	_	_	_
whose	_	_	_	_
children	_	_	ARG	_
are	PRED	PRED	_	_
succumbing	_	PRED	_	_
to	_	_	_	_
radiation	_	_	_	_
poisoning	_	PRED	ARG	_
.	_	_	_	_
There	_	_	_	_
is	PRED	PRED	_	_
a	_	_	_	_
lot	_	_	_	ARG
to	_	_	_	_
learn	PRED	PRED	_	_
about	_	_	_	_
Chernobyl	_	_	_	_
.	_	_	_	_
Being	_	PRED	_	_
well	_	_	_	_
-	_	_	_	_
informed	PRED	_	_	ARG
will	_	_	_	_
give	PRED	PRED	_	_
you	_	_	ARG	_
certainty	_	_	ARG	_
and	_	_	_	_
that	_	_	ARG	_
is	PRED	PRED	_	_
desirable	_	PRED	_	_
in	_	_	_	_
a	_	_	_	_
world	_	_	_	_
of	_	_	_	_
conflicting	_	_	_	_
reports	_	PRED	_	_
.	_	_	_	_
There	_	_	_	_
are	PRED	PRED	_	_
a	_	_	_	_
wealth	_	_	_	ARG
of	_	_	_	_
references	_	PRED	_	_
on	_	_	_	_
Chernobyl	_	_	_	_
.	_	_	_	_
Read	PRED	PRED	_	_
some	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
following	_	_	_	_
links	_	_	_	_
and	_	_	_	_
draw	PRED	PRED	_	_
your	_	_	_	_
own	_	_	_	_
conclusions	_	PRED	ARG	_
.	_	_	_	_
These	_	_	_	_
links	_	_	ARG	ARG
present	PRED	PRED	_	_
the	_	_	_	_
many	_	_	_	_
viewpoints	_	_	ARG	ARG
that	_	_	ARG	_
existed	PRED	PRED	_	_
and	_	_	_	_
still	_	_	_	_
exist	PRED	PRED	_	_
about	_	_	_	_
the	_	_	_	_
disaster	_	_	_	_
called	PRED	PRED	_	_
Chernobyl	_	_	_	_
:	_	_	_	_
IAEA	_	_	_	ARG
Report	_	PRED	_	_
Lessons	_	_	ARG	_
learned	PRED	PRED	_	_
I	_	_	ARG	ARG
would	_	_	_	ARG
be	PRED	PRED	_	_
interested	_	PRED	_	ARG
in	_	_	_	_
hearing	_	PRED	_	_
what	_	_	_	_
conclusions	_	PRED	ARG	_
you	_	_	ARG	_
reached	PRED	PRED	_	_
and	_	_	_	_
what	_	_	ARG	_
you	_	_	ARG	_
found	PRED	PRED	_	_
that	_	_	ARG	_
was	PRED	PRED	_	_
most	_	_	_	_
convincing	_	PRED	_	_
.	_	_	_	_
As	_	_	_	_
a	_	_	_	_
child	_	_	_	ARG
in	_	_	_	_
the	_	_	_	_
50's	_	_	_	_
I	_	_	ARG	ARG
had	PRED	PRED	_	_
a	_	_	_	_
lot	_	_	ARG	ARG
of	_	_	_	_
glandular	_	_	_	_
problems	_	_	_	_
and	_	_	_	_
they	_	_	ARG	_
treated	PRED	PRED	_	_
it	_	_	ARG	_
with	_	_	_	_
radiation	_	_	_	_
therapy	_	_	_	_
(	_	_	_	_
primitive	_	_	_	_
at	_	_	_	_
best	_	_	_	_
!	_	_	_	_
)	_	_	_	_
and	_	_	_	_
stopped	PRED	PRED	_	_
when	_	_	_	_
a	_	_	_	_
lesion	_	_	ARG	_
on	_	_	_	_
my	_	_	_	_
neck	_	_	_	_
started	PRED	PRED	_	_
enlarging	_	PRED	ARG	_
--	_	_	_	_
they	_	_	ARG	_
said	PRED	PRED	_	_
it	_	_	ARG	_
was	PRED	PRED	_	_
not	_	_	_	_
CA	_	_	_	_
but	_	_	_	_
stopped	PRED	PRED	_	_
the	_	_	_	_
treatments	_	PRED	ARG	_
....	_	_	_	_
Remember	PRED	PRED	_	_
the	_	_	_	_
old	_	_	_	_
shoe	_	_	_	_
sizing	_	PRED	_	_
machines	_	_	ARG	ARG
that	_	_	ARG	_
was	PRED	PRED	_	_
a	_	_	_	_
form	_	_	_	_
of	_	_	_	_
radiation	_	_	_	_
xray	_	PRED	_	_
?	_	_	_	_
That	_	_	ARG	_
too	_	_	_	_
was	PRED	PRED	_	_
stopped	PRED	PRED	_	_
.	_	_	_	_
Do	PRED	PRED	_	_
n't	_	_	_	_
have	PRED	PRED	_	_
to	_	_	_	_
mention	PRED	PRED	_	_
what	_	_	_	_
radiation	_	PRED	ARG	_
has	PRED	PRED	_	_
done	PRED	PRED	_	_
and	_	_	_	_
is	PRED	PRED	_	_
still	_	_	_	_
doing	_	PRED	_	_
to	_	_	_	_
Hirsohima	_	_	ARG	_
&	_	_	_	_
Nagaski	_	_	_	_
folks	_	_	ARG	_
--	_	_	_	_
there	_	_	_	_
can	_	_	_	_
be	PRED	PRED	_	_
no	_	_	_	_
doubts	_	PRED	_	_
about	_	_	_	_
the	_	_	_	_
effects	_	PRED	_	_
of	_	_	_	_
radiation	_	PRED	_	_
in	_	_	_	_
Chernobyl	_	_	_	_
.......	_	_	_	_
The	_	_	_	_
Chernobyl	_	_	_	_
Children	_	_	_	_
's	_	_	_	_
Project	_	_	ARG	ARG
(	_	_	_	_
http://www.adiccp.org/home/default.asp	_	_	_	_
)	_	_	_	_
offers	PRED	PRED	_	_
several	_	_	_	_
ways	_	PRED	ARG	ARG
to	_	_	_	_
help	PRED	PRED	_	_
the	_	_	_	_
children	_	_	ARG	_
of	_	_	_	_
that	_	_	_	_
region	_	_	_	_
.	_	_	_	_
One	_	_	ARG	ARG
of	_	_	_	_
them	_	_	_	_
is	PRED	PRED	_	_
the	_	_	_	_
Rest	_	_	_	_
and	_	_	_	_
