token_text	predicates	gold predicates
of	_	_
recent	_	_
times	_	_
is	PRED	PRED
that	_	_
the	_	_
Chernobyl	_	_
nuclear	_	_
reactor	_	_
accident	_	_
in	_	_
1986	_	_
caused	PRED	PRED
many	_	_
thousands	_	_
of	_	_
extra	_	_
cancer	_	_
deaths	_	PRED
in	_	_
neighbouring	_	PRED
regions	_	_
,	_	_
and	_	_
that	_	_
public	_	_
health	_	_
has	PRED	PRED
been	PRED	PRED
severely	_	_
affected	PRED	PRED
by	_	_
exposure	_	PRED
to	_	_
radiation	_	PRED
.	_	_
Many	_	_
people	_	_
still	_	_
believe	PRED	PRED
that	_	_
to	_	_
be	PRED	PRED
true	_	PRED
,	_	_
even	_	_
though	_	_
the	_	_
Ministry	_	_
of	_	_
Russian	_	_
Federation	_	_
on	_	_
Civil	_	_
Defence	_	_
,	_	_
Emergencies	_	_
and	_	_
Elimination	_	_
of	_	_
Conseguences	_	_
of	_	_
Natural	_	_
Disasters	_	_
(	_	_
EMERCOM	_	_
of	_	_
Russia	_	_
)	_	_
reported	PRED	PRED
this	_	_
in	_	_
1996	_	_
:	_	_
In	_	_
the	_	_
last	_	_
decade	_	_
,	_	_
there	_	_
has	PRED	PRED
been	PRED	PRED
a	_	_
real	_	_
and	_	_
significant	_	_
increase	_	PRED
in	_	_
childhood	_	_
and	_	_
,	_	_
to	_	_
a	_	_
certain	_	_
extent	_	_
,	_	_
adult	_	_
carcinoma	_	_
of	_	_
the	_	_
thyroid	_	_
in	_	_
contaminated	PRED	_
regions	_	_
of	_	_
the	_	_
former	_	_
Soviet	_	_
Union	_	_
(	_	_
Wi940	_	_
)	_	_
which	_	_
should	_	_
be	PRED	PRED
attributed	PRED	PRED
to	_	_
the	_	_
Chernobyl	_	_
accident	_	_
until	_	_
proven	PRED	PRED
otherwise	_	_
.	_	_
The	_	_
prestigious	_	_
IAEA	_	_
(	_	_
International	_	_
Atomic	_	_
Energy	_	_
Agency	_	_
)	_	_
published	PRED	PRED
an	_	_
early	_	_
report	_	PRED
on	_	_
Chernobyl	_	_
which	_	_
was	PRED	PRED
based	PRED	PRED
on	_	_
information	_	_
from	_	_
Russian	_	_
sources	_	_
and	_	_
stated	PRED	PRED
that	_	_
there	_	_
was	PRED	PRED
no	_	_
significant	_	_
health	_	_
effects	_	PRED
.	_	_
However	_	_
,	_	_
in	_	_
April	_	_
2001	_	_
,	_	_
the	_	_
IAEA	_	_
published	PRED	PRED
Fifteen	_	_
Years	_	_
after	_	_
the	_	_
Chernobyl	_	_
Accident	_	_
-	_	_
Lessons	_	_
learned	PRED	PRED
.	_	_
which	_	_
contradict	PRED	PRED
the	_	_
earlier	_	_
reports	_	PRED
.	_	_
Here	_	_
are	PRED	PRED
some	_	_
excerpts	_	_
:	_	_
The	_	_
dramatic	_	_
increase	_	PRED
in	_	_
radiation	_	_
-	_	_
induced	PRED	_
thyroid	_	_
cancers	_	_
in	_	_
children	_	_
and	_	_
adolescents	_	_
in	_	_
Belarus	_	_
,	_	_
Russia	_	_
,	_	_
and	_	_
Ukraine	_	_
,	_	_
which	_	_
have	PRED	PRED
been	PRED	PRED
observed	PRED	PRED
since	_	_
1991	_	_
,	_	_
continues	PRED	PRED
to	_	_
this	_	_
day	_	_
.	_	_
...	_	_
a	_	_
drop	_	PRED
in	_	_
the	_	_
birth	_	_
rate	_	_
,	_	_
a	_	_
deterioration	_	PRED
in	_	_
women	_	_
's	_	_
reproductive	_	_
health	_	_
,	_	_
an	_	_
increase	_	PRED
in	_	_
complications	_	PRED
during	_	_
pregnancy	_	_
and	_	_
birth	_	PRED
,	_	_
and	_	_
a	_	_
deterioration	_	PRED
in	_	_
neonatal	_	_
health	_	_
....	_	_
The	_	_
dynamics	_	_
of	_	_
change	_	PRED
in	_	_
the	_	_
state	_	_
of	_	_
health	_	_
of	_	_
children	_	_
affected	PRED	PRED
by	_	_
the	_	_
Chernobyl	_	_
accident	_	_
in	_	_
all	_	_
three	_	_
countries	_	_
-	_	_
Belarus	_	_
,	_	_
Russia	_	_
,	_	_
and	_	_
Ukraine	_	_
-	_	_
in	_	_
the	_	_
post-accident	_	_
period	_	_
is	PRED	PRED
characterized	PRED	PRED
by	_	_
persistent	_	_
negative	_	_
tendencies	_	_
:	_	_
the	_	_
morbidity	_	_
rate	_	_
is	PRED	PRED
going	_	PRED
up	_	_
,	_	_
the	_	_
number	_	_
of	_	_
really	_	_
healthy	_	_
children	_	_
is	PRED	PRED
dropping	_	PRED
,	_	_
and	_	_
disability	_	_
is	PRED	PRED
increasing	_	PRED
.	_	_
As	_	_
a	_	_
parent	_	_
,	_	_
I	_	_
can	_	_
well	_	_
imagine	PRED	PRED
how	_	_
painful	_	_
it	_	_
must	_	_
be	PRED	PRED
for	_	_
those	_	_
families	_	_
whose	_	_
children	_	_
are	PRED	PRED
succumbing	_	PRED
to	_	_
radiation	_	_
poisoning	_	PRED
.	_	_
There	_	_
is	PRED	PRED
a	_	_
lot	_	_
to	_	_
learn	PRED	PRED
about	_	_
Chernobyl	_	_
.	_	_
Being	_	PRED
well	_	_
-	_	_
informed	PRED	_
will	_	_
give	PRED	PRED
you	_	_
certainty	_	_
and	_	_
that	_	_
is	PRED	PRED
desirable	_	PRED
in	_	_
a	_	_
world	_	_
of	_	_
conflicting	_	_
reports	_	PRED
.	_	_
There	_	_
are	PRED	PRED
a	_	_
wealth	_	_
of	_	_
references	_	PRED
on	_	_
Chernobyl	_	_
.	_	_
Read	PRED	PRED
some	_	_
of	_	_
the	_	_
following	_	_
links	_	_
and	_	_
draw	PRED	PRED
your	_	_
own	_	_
conclusions	_	PRED
.	_	_
These	_	_
links	_	_
present	PRED	PRED
the	_	_
many	_	_
viewpoints	_	_
that	_	_
existed	PRED	PRED
and	_	_
still	_	_
exist	PRED	PRED
about	_	_
the	_	_
disaster	_	_
called	PRED	PRED
Chernobyl	_	_
:	_	_
IAEA	_	_
Report	_	PRED
Lessons	_	_
learned	PRED	PRED
I	_	_
would	_	_
be	PRED	PRED
interested	_	PRED
in	_	_
hearing	_	PRED
what	_	_
conclusions	_	PRED
you	_	_
reached	PRED	PRED
and	_	_
what	_	_
you	_	_
found	PRED	PRED
that	_	_
was	PRED	PRED
most	_	_
convincing	_	PRED
.	_	_
radiation	_	PRED
:	_	_
As	_	_
a	_	_
child	_	_
in	_	_
the	_	_
50's	_	_
I	_	_
had	PRED	PRED
a	_	_
lot	_	_
of	_	_
glandular	_	_
problems	_	_
and	_	_
they	_	_
treated	PRED	PRED
it	_	_
with	_	_
radiation	_	_
therapy	_	_
(	_	_
primitive	_	_
at	_	_
best	_	_
!	_	_
)	_	_
and	_	_
stopped	PRED	PRED
when	_	_
a	_	_
lesion	_	_
on	_	_
my	_	_
neck	_	_
started	PRED	PRED
enlarging	_	PRED
--	_	_
they	_	_
said	PRED	PRED
it	_	_
was	PRED	PRED
not	_	_
CA	_	_
but	_	_
stopped	PRED	PRED
the	_	_
treatments	_	PRED
....	_	_
Remember	PRED	PRED
the	_	_
old	_	_
shoe	_	_
sizing	_	PRED
machines	_	_
that	_	_
was	PRED	PRED
a	_	_
form	_	_
of	_	_
radiation	_	_
xray	_	PRED
?	_	_
That	_	_
too	_	_
was	PRED	PRED
stopped	PRED	PRED
.	_	_
Do	PRED	PRED
n't	_	_
have	PRED	PRED
to	_	_
mention	PRED	PRED
what	_	_
radiation	_	PRED
has	PRED	PRED
done	PRED	PRED
and	_	_
is	PRED	PRED
still	_	_
doing	_	PRED
to	_	_
Hirsohima	_	_
&	_	_
Nagaski	_	_
folks	_	_
--	_	_
there	_	_
can	_	_
be	PRED	PRED
no	_	_
doubts	_	PRED
about	_	_
the	_	_
effects	_	PRED
of	_	_
radiation	_	PRED
in	_	_
Chernobyl	_	_
.......	_	_
The	_	_
Chernobyl	_	_
Children	_	_
's	_	_
Project	_	_
(	_	_
http://www.adiccp.org/home/default.asp	_	_
)	_	_
offers	PRED	PRED
several	_	_
ways	_	PRED
to	_	_
help	PRED	PRED
the	_	_
children	_	_
of	_	_
that	_	_
region	_	_
.	_	_
One	_	_
of	_	_
them	_	_
is	PRED	PRED
the	_	_
Rest	_	_
and	_	_
Recuperation	_	_
Program	_	_
,	_	_
wherein	_	_
a	_	_
child	_	_
can	_	_
come	PRED	PRED
to	_	_
the	_	_
US	_	_
for	_	_
a	_	_
few	_	_
weeks	_	_
in	_	_
the	_	_
summer	_	_
.	_	_
Even	_	_
a	_	_
little	_	_
time	_	_
spent	PRED	PRED
receiving	_	PRED
wholesome	_	_
,	_	_
uncontaminated	_	_
food	_	_
,	_	_
good	_	_
medical	_	_
care	_	PRED
,	_	_
etc.	_	_
can	_	_
add	PRED	PRED
years	_	_
to	_	_
their	_	_
lives	_	_
.	_	_
S.	_	_
and	_	_
I	_	_
have	PRED	PRED
an	_	_
acquaintance	_	_
who	_	_
has	PRED	PRED
hosted	PRED	PRED
several	_	_
of	_	_
these	_	_
children	_	_
for	_	_
many	_	_
years	_	_
;	_	_
to	_	_
see	PRED	PRED
these	_	_
little	_	_
ones	_	_
breaks	PRED	PRED
the	_	_
heart	_	_
.	_	_
The	_	_
urge	_	_
to	_	_
protect	PRED	PRED
and	_	_
gather	PRED	PRED
them	_	_
all	_	_
in	_	_
is	PRED	PRED
almost	_	_
overwhelming	_	_
,	_	_
and	_	_
makes	PRED	PRED
me	_	_
more	_	_
grateful	_	PRED
for	_	_
the	_	_
blessings	_	PRED
I	_	_
have	PRED	PRED
.	_	_
Take	PRED	PRED
care	_	PRED
,	_	_
my	_	_
friend	_	_
,	_	_
Linda	_	_
I	_	_
'm	PRED	PRED
sorry	_	PRED
to	_	_
say	PRED	PRED
Elena	_	_
's	_	_
story	_	_
has	PRED	PRED
been	PRED	PRED
revealed	PRED	PRED
to	_	_
be	PRED	PRED
a	_	_
fake	_	_
.	_	_
What	_	_
do	PRED	PRED
the	_	_
new	_	_
al	_	_
-	_	_
Qaeda	_	_
videotape	_	_
and	_	_
audio	_	_
speeches	_	PRED
of	_	_
Bin	_	_
Laden	_	_
and	_	_
Ayman	_	_
al	_	_
-	_	_
Zawahiri	_	_
tell	PRED	PRED
us	_	_
about	_	_
the	_	_
hopes	_	PRED
of	_	_
the	_	_
remaining	_	_
top	_	_
leadership	_	PRED
of	_	_
the	_	_
organization	_	_
?	_	_
Because	_	_
the	_	_
US	_	_
and	_	_
Pakistan	_	_
have	PRED	PRED
managed	PRED	PRED
to	_	_
capture	PRED	PRED
or	_	_
kill	PRED	PRED
about	_	_
2	_	_
/	_	_
3s	_	_
of	_	_
the	_	_
top	_	_
25	_	_
al	_	_
-	_	_
Qaeda	_	_
commanders	_	_
,	_	_
the	_	_
middle	_	_
managers	_	_
are	PRED	PRED
not	_	_
in	_	_
close	_	_
contact	_	PRED
with	_	_
al	_	_
-	_	_
Zawahiri	_	_
and	_	_
Bin	_	_
Laden	_	_
.	_	_
The	_	_
tape	_	_
was	PRED	PRED
a	_	_
way	_	PRED
to	_	_
signal	PRED	PRED
priorities	_	_
.	_	_
These	_	_
are	PRED	PRED
1	_	_
)	_	_
Assassinate	PRED	PRED
or	_	_
overthrow	PRED	PRED
Gen.	_	_
Pervez	_	_
Musharraf	_	_
,	_	_
the	_	_
Pakistani	_	_
military	_	_
|	|	_	_
president	_	_
|	|	_	_
who	_	_
had	PRED	PRED
made	PRED	PRED
a	_	_
coup	_	_
in	_	_
1999	_	_
and	_	_
has	PRED	PRED
thrown	PRED	PRED
in	_	_
his	_	_
lot	_	_
with	_	_
the	_	_
United	_	_
States	_	_
against	_	_
the	_	_
Taliban	_	_
and	_	_
al	_	_
-	_	_
Qaeda	_	_
.	_	_
Musharraf	_	_
has	PRED	PRED
been	PRED	PRED
trying	_	PRED
to	_	_
purge	PRED	PRED
his	_	_
officer	_	_
corps	_	_
of	_	_
the	_	_
substantial	_	_
number	_	_
of	_	_
al	_	_
-	_	_
Qaeda	_	_
sympathizers	_	_
.	_	_
His	_	_
military	_	_
intelligence	_	_
has	PRED	PRED
captured	PRED	PRED
major	_	_
figures	_	_
like	_	_
Abu	_	_
Zubayda	_	_
and	_	_
Khalid	_	_
Shaykh	_	_
Muhammad	_	_
,	_	_
as	_	_
well	_	_
as	_	_
nearly	_	_
500	_	_
other	_	_
al	_	_
-	_	_
Qaeda	_	_
operatives	_	_
,	_	_
over	_	_
400	_	_
of	_	_
whom	_	_
the	_	_
Pakistanis	_	_
have	PRED	PRED
turned	PRED	PRED
over	_	_
to	_	_
the	_	_
US	_	_
.	_	_
Musharraf	_	_
held	PRED	PRED
elections	_	PRED
in	_	_
October	_	_
of	_	_
2002	_	_
,	_	_
in	_	_
which	_	_
center	_	_
-	_	_
right	_	_
parties	_	_
did	PRED	PRED
well	_	_
,	_	_
but	_	_
in	_	_
which	_	_
nearly	_	_
20	_	_
percent	_	_
of	_	_
parliament	_	_
seats	_	_
went	PRED	PRED
to	_	_
the	_	_
fundamentalist	_	_
religious	_	_
party	_	_
coalition	_	_
,	_	_
MMA	_	_
.	_	_
MMA	_	_
also	_	_
captured	PRED	PRED
the	_	_
Northwest	_	_
Frontier	_	_
Province	_	_
,	_	_
which	_	_
probably	_	_
shelters	PRED	PRED
Bin	_	_
Laden	_	_
and	_	_
al	_	_
-	_	_
Zawahiri	_	_
,	_	_
and	_	_
is	PRED	PRED
in	_	_
a	_	_
joint	_	_
government	_	_
of	_	_
Baluchistan	_	_
Province	_	_
,	_	_
also	_	_
on	_	_
the	_	_
Afghanistan	_	_
border	_	_
.	_	_
If	_	_
al	_	_
-	_	_
Qaeda	_	_
can	_	_
kill	PRED	PRED
Musharraf	_	_
or	_	_
instigate	PRED	PRED
a	_	_
military	_	_
coup	_	_
against	_	_
him	_	_
by	_	_
Islamist	_	_
junior	_	_
officers	_	_
,	_	_
they	_	_
can	_	_
hope	PRED	PRED
to	_	_
catapult	PRED	PRED
the	_	_
MMA	_	_
to	_	_
power	_	_
as	_	_
political	_	_
allies	_	_
and	_	_
hosts	_	_
.	_	_
They	_	_
would	_	_
thereby	_	_
gain	PRED	PRED
control	_	PRED
of	_	_
a	_	_
major	_	_
base	_	_
for	_	_
terrorist	_	_
operations	_	PRED
,	_	_
which	_	_
is	PRED	PRED
also	_	_
a	_	_
nuclear	_	_
power	_	_
.	_	_
All	_	_
this	_	_
is	PRED	PRED
highly	_	_
unlikely	_	PRED
,	_	_
as	_	_
with	_	_
most	_	_
al	_	_
-	_	_
Qaeda	_	_
crackpot	_	_
schemes	_	_
.	_	_
But	_	_
so	_	_
was	PRED	_
it	_	_
unlikely	_	PRED
that	_	_
a	_	_
small	_	_
group	_	_
of	_	_
Arab	_	_
mujahidin	_	_
would	_	_
virtually	_	_
take	PRED	PRED
over	_	_
Afghanistan	_	_
.	_	_
Response	_	PRED
:	_	_
The	_	_
US	_	_
must	_	_
do	PRED	PRED
whatever	_	_
it	_	_
can	_	_
to	_	_
strengthen	PRED	PRED
the	_	_
legitimacy	_	_
of	_	_
the	_	_
Pakistani	_	_
government	_	_
.	_	_
On	_	_
the	_	_
one	_	_
hand	_	_
,	_	_
it	_	_
should	_	_
pressure	PRED	PRED
Musharraf	_	_
to	_	_
take	PRED	PRED
off	_	_
his	_	_
uniform	_	_
and	_	_
run	PRED	PRED
for	_	_
president	_	_
in	_	_
a	_	_
fair	_	_
election	_	PRED
,	_	_
and	_	_
to	_	_
repeal	PRED	PRED
the	_	_
contentious	_	_
|	|	_	_
Legal	_	_
Framework	_	_
Order	_	_
|	|	_	_
that	_	_
essentially	_	_
perpetuates	PRED	PRED
his	_	_
dictatorship	_	_
.	_	_
On	_	_
the	_	_
other	_	_
,	_	_
restrictions	_	PRED
should	_	_
be	PRED	PRED
lifted	PRED	PRED
on	_	_
the	_	_
mainstream	_	_
Muslim	_	_
League	_	_
-	_	_
N	_	_
and	_	_
Pakistan	_	_
People	_	_
's	_	_
Party	_	_
,	_	_
who	_	_
can	_	_
defeat	PRED	PRED
the	_	_
MMA	_	_
in	_	_
fair	_	_
elections	_	PRED
if	_	_
not	_	_
hogtied	PRED	PRED
by	_	_
the	_	_
secret	_	_
police	_	_
.	_	_
On	_	_
the	_	_
other	_	_
hand	_	_
,	_	_
the	_	_
US	_	_
should	_	_
strong	_	_
-	_	_
arm	PRED	PRED
India	_	_
and	_	_
Pakistan	_	_
into	_	_
a	_	_
final	_	_
settlement	_	PRED
of	_	_
the	_	_
Kashmir	_	_
issue	_	PRED
.	_	_
Al	_	_
-	_	_
Zawahiri	_	_
attempted	PRED	PRED
to	_	_
use	PRED	PRED
Musharraf	_	_
's	_	_
lack	_	PRED
of	_	_
progress	_	PRED
in	_	_
helping	_	PRED
the	_	_
Muslims	_	_
of	_	_
that	_	_
Indian	_	_
state	_	_
as	_	_
a	_	_
justification	_	PRED
for	_	_
his	_	_
overthrow	_	_
.	_	_
The	_	_
Kashmir	_	_
issue	_	PRED
generates	PRED	PRED
far	_	_
more	_	_
terrorism	_	_
,	_	_
and	_	_
even	_	_
the	_	_
threat	_	_
of	_	_
nuclear	_	_
war	_	PRED
,	_	_
than	_	_
Iraq	_	_
ever	_	_
did	PRED	PRED
.	_	_
2	_	_
)	_	_
Target	PRED	PRED
Israel	_	_
and	_	_
encourage	PRED	PRED
the	_	_
worst	_	_
elements	_	_
of	_	_
the	_	_
Palestinians	_	_
by	_	_
playing	_	PRED
on	_	_
the	_	_
iron	_	_
fist	_	_
policies	_	_
of	_	_
the	_	_
Sharon	_	_
government	_	_
.	_	_
Response	_	PRED
:	_	_
The	_	_
US	_	_
has	PRED	PRED
succeeded	PRED	PRED
in	_	_
politically	_	_
isolating	_	PRED
Hamas	_	_
,	_	_
and	_	_
started	PRED	PRED
the	_	_
process	_	PRED
of	_	_
cutting	_	PRED
off	_	_
its	_	_
funding	_	PRED
.	_	_
This	_	_
terrorist	_	_
organization	_	_
can	_	_
now	_	_
only	_	_
pull	PRED	PRED
off	_	_
far	_	_
less	_	_
sophisticated	_	_
bombings	_	PRED
and	_	_
attacks	_	PRED
.	_	_
It	_	_
should	_	_
continue	PRED	PRED
to	_	_
be	PRED	PRED
defanged	PRED	PRED
.	_	_
But	_	_
Sharon	_	_
's	_	_
iron	_	_
fist	_	_
is	PRED	PRED
simply	_	_
not	_	_
working	_	PRED
as	_	_
a	_	_
means	_	_
of	_	_
establishing	_	PRED
general	_	_
peace	_	PRED
,	_	_
and	_	_
the	_	_
Bush	_	_
administration	_	PRED
will	_	_
have	PRED	PRED
to	_	_
finally	_	_
apply	PRED	PRED
effective	_	_
pressure	_	_
on	_	_
Sharon	_	_
to	_	_
stop	PRED	PRED
his	_	_
outrages	_	_
in	_	_
and	_	_
colonization	_	PRED
of	_	_
the	_	_
West	_	_
Bank	_	_
and	_	_
Gaza	_	_
.	_	_
Sharon	_	_
's	_	_
hard	_	_
line	_	_
has	PRED	PRED
worked	PRED	PRED
in	_	_
tandem	_	_
with	_	_
Hamas	_	_
's	_	_
terrorism	_	_
to	_	_
ratchet	PRED	PRED
up	_	_
tensions	_	PRED
further	_	_
and	_	_
further	_	_
,	_	_
which	_	_
spill	PRED	PRED
over	_	_
into	_	_
the	_	_
Muslim	_	_
world	_	_
and	_	_
serve	PRED	PRED
as	_	_
a	_	_
recruiting	_	_
tool	_	_
for	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
its	_	_
search	_	PRED
for	_	_
agents	_	_
willing	_	_
to	_	_
hit	PRED	PRED
the	_	_
United	_	_
States	_	_
.	_	_
Israel	_	_
owes	PRED	PRED
the	_	_
United	_	_
States	_	_
at	_	_
least	_	_
this	_	_
much	_	_
,	_	_
in	_	_
this	_	_
crisis	_	_
,	_	_
to	_	_
cease	PRED	PRED
militarily	_	_
unnecessary	_	_
provocations	_	PRED
and	_	_
establish	PRED	PRED
genuine	_	_
peace	_	PRED
.	_	_
3	_	_
)	_	_
Make	PRED	PRED
Iraq	_	_
another	_	_
Afghanistan	_	_
,	_	_
using	_	PRED
the	_	_
Republican	_	_
Right	_	_
's	_	_
own	_	_
tactics	_	_
against	_	_
them	_	_
.	_	_
Response	_	PRED
:	_	_
Iraq	_	_
is	PRED	PRED
actually	_	_
hostile	_	_
territory	_	_
for	_	_
al	_	_
-	_	_
Qaeda	_	_
,	_	_
and	_	_
without	_	_
Iraqi	_	_
sympathizers	_	_
it	_	_
can	_	_
not	_	_
succeed	PRED	PRED
there	_	_
.	_	_
By	_	_
moving	_	PRED
quickly	_	_
to	_	_
Iraqi	_	_
sovereignty	_	_
and	_	_
improvement	_	PRED
of	_	_
Iraqi	_	_
lives	_	_
,	_	_
the	_	_
US	_	_
may	_	_
be	PRED	PRED
able	_	PRED
to	_	_
get	PRED	PRED
Iraqis	_	_
on	_	_
its	_	_
side	_	PRED
,	_	_
so	_	_
that	_	_
they	_	_
turn	PRED	PRED
in	_	_
the	_	_
foreigners	_	_
.	_	_
Certainly	_	_
,	_	_
the	_	_
Shiites	_	_
already	_	_
hate	PRED	PRED
al	_	_
-	_	_
Qaeda	_	_
and	_	_
would	_	_
help	PRED	PRED
;	_	_
likewise	_	_
the	_	_
Kurds	_	_
.	_	_
The	_	_
problem	_	_
of	_	_
mollifying	_	PRED
the	_	_
Sunnis	_	_
,	_	_
though	_	_
,	_	_
has	PRED	PRED
to	_	_
be	PRED	PRED
solved	PRED	PRED
to	_	_
avoid	PRED	PRED
giving	_	PRED
al	_	_
-	_	_
Qaeda	_	_
an	_	_
entrée	_	_
.	_	_
The	_	_
Americans	_	_
have	PRED	PRED
to	_	_
put	PRED	PRED
away	_	_
their	_	_
free	_	_
-	_	_
market	_	_
fetishism	_	_
for	_	_
a	_	_
while	_	_
and	_	_
find	PRED	PRED
ways	_	PRED
of	_	_
creating	_	PRED
jobs	_	_
and	_	_
pumping	_	PRED
money	_	_
into	_	_
Iraqi	_	_
households	_	_
.	_	_
We	_	_
need	PRED	PRED
an	_	_
FDR	_	_
in	_	_
Iraq	_	_
,	_	_
not	_	_
a	_	_
Ronald	_	_
Reagan	_	_
.	_	_
Of	_	_
course	_	_
,	_	_
the	_	_
sooner	_	_
the	_	_
US	_	_
soldiers	_	_
can	_	_
be	PRED	PRED
withdrawn	PRED	PRED
in	_	_
favor	_	_
of	_	_
less	_	_
-	_	_
provocative	_	_
local	_	_
or	_	_
international	_	_
forces	_	_
,	_	_
the	_	_
better	_	_
.	_	_
Getting	_	PRED
the	_	_
Spanish	_	_
out	_	_
of	_	_
Iraq	_	_
is	PRED	PRED
n't	_	_
nearly	_	_
as	_	_
good	_	_
a	_	_
rallying	_	_
cry	_	PRED
for	_	_
al	_	_
-	_	_
Qaeda	_	_
in	_	_
the	_	_
Arab	_	_
world	_	_
as	_	_
getting	_	PRED
the	_	_
Americans	_	_
and	_	_
British	_	_
out	_	_
.	_	_
The	_	_
thing	_	_
to	_	_
keep	PRED	PRED
in	_	_
mind	_	_
is	PRED	PRED
that	_	_
Sunni	_	_
Arab	_	_
nationalists	_	_
and	_	_
Baathists	_	_
and	_	_
local	_	_
Sunni	_	_
radicals	_	_
are	PRED	PRED
likely	_	PRED
to	_	_
remain	PRED	PRED
far	_	_
more	_	_
dangerous	_	PRED
to	_	_
the	_	_
US	_	_
in	_	_
Iraq	_	_
than	_	_
al	_	_
-	_	_
Qaeda	_	_
infiltrators	_	_
,	_	_
and	_	_
it	_	_
would	_	_
be	PRED	PRED
dangerous	_	PRED
to	_	_
take	PRED	PRED
one	_	_
's	_	_
eyes	_	_
off	_	_
the	_	_
former	_	_
ball	_	_
.	_	_
George	_	_
W.	_	_
Bush	_	_
alleged	PRED	PRED
Thursday	_	_
that	_	_
John	_	_
Edwards	_	_
lacks	PRED	PRED
the	_	_
experience	_	PRED
necessary	_	_
to	_	_
be	PRED	PRED
president	_	_
.	_	_
The	_	_
problem	_	_
with	_	_
this	_	_
argument	_	PRED
is	PRED	PRED
that	_	_
Bush	_	_
lacked	PRED	PRED
the	_	_
experience	_	PRED
necessary	_	_
to	_	_
be	PRED	PRED
president	_	_
when	_	_
he	_	_
ran	PRED	PRED
in	_	_
2000	_	_
,	_	_
so	_	_
this	_	_
sort	_	_
of	_	_
cheap	_	_
shot	_	PRED
just	_	_
hoists	PRED	PRED
him	_	_
by	_	_
his	_	_
own	_	_
petard	_	_
.	_	_
Let	PRED	PRED
's	_	_
just	_	_
remember	PRED	PRED
a	_	_
seminal	_	_
Bush	_	_
moment	_	_
in	_	_
1999	_	_
:	_	_
'	_	_
Bush	_	_
fails	PRED	PRED
reporter	_	_
's	_	_
pop	_	_
quiz	_	_
on	_	_
international	_	_
leaders	_	_
Web	_	_
posted	PRED	PRED
at	_	_
:	_	_
3:29	_	_
p.m.	_	_
EST	_	_
(	_	_
2029	_	_
GMT	_	_
)	_	_
Texas	_	_
Gov.	_	_
George	_	_
W.	_	_
Bush	_	_
is	PRED	PRED
enduring	_	PRED
sharp	_	_
criticism	_	_
for	_	_
being	_	PRED
unable	_	PRED
to	_	_
name	PRED	PRED
the	_	_
leaders	_	_
of	_	_
four	_	_
current	_	_
world	_	_
hot	_	_
spots	_	_
,	_	_
but	_	_
President	_	_
Bill	_	_
Clinton	_	_
says	PRED	PRED
Bush	_	_
|	|	_	_
should	_	_
,	_	_
and	_	_
probably	_	_
will	_	_
,	_	_
pick	PRED	PRED
up	_	_
|	|	_	_
those	_	_
names	_	_
.	_	_
The	_	_
front	_	_
-	_	_
runner	_	_
for	_	_
the	_	_
2000	_	_
Republican	_	_
presidential	_	_
nomination	_	PRED
faltered	PRED	PRED
Thursday	_	_
in	_	_
an	_	_
international	_	_
affairs	_	_
pop	_	_
quiz	_	_
posed	PRED	PRED
by	_	_
Andy	_	_
Hiller	_	_
,	_	_
a	_	_
political	_	_
reporter	_	_
for	_	_
WHDH	_	_
-	_	_
TV	_	_
in	_	_
Boston	_	_
.	_	_
Hiller	_	_
asked	PRED	PRED
Bush	_	_
to	_	_
name	PRED	PRED
the	_	_
leaders	_	_
of	_	_
Chechnya	_	_
,	_	_
Taiwan	_	_
,	_	_
India	_	_
and	_	_
Pakistan	_	_
.	_	_
Bush	_	_
was	PRED	PRED
only	_	_
able	_	PRED
to	_	_
give	PRED	PRED
a	_	_
partial	_	_
response	_	PRED
to	_	_
the	_	_
query	_	_
on	_	_
the	_	_
leader	_	_
of	_	_
Taiwan	_	_
,	_	_
referring	_	PRED
to	_	_
Taiwanese	_	_
President	_	_
Lee	_	_
Teng	_	_
-	_	_
hui	_	_
simply	_	_
as	_	_
|	|	_	_
Lee	_	_
.	_	_
|	|	_	_
He	_	_
could	_	_
not	_	_
name	PRED	PRED
the	_	_
others	_	_
.	_	_
|	|	_	_
Can	_	_
you	_	_
name	PRED	PRED
the	_	_
general	_	_
who	_	_
is	PRED	PRED
in	_	_
charge	_	PRED
of	_	_
Pakistan	_	_
?	_	_
|	|	_	_
Hiller	_	_
asked	PRED	PRED
,	_	_
inquiring	_	PRED
about	_	_
Gen.	_	_
Pervaiz	_	_
Musharraf	_	_
,	_	_
who	_	_
seized	PRED	PRED
control	_	PRED
of	_	_
the	_	_
country	_	_
October	_	_
12	_	_
.	_	_
|	|	_	_
Wait	PRED	PRED
,	_	_
wait	PRED	PRED
,	_	_
is	PRED	PRED
this	_	_
50	_	_
questions	_	PRED
?	_	_
|	|	_	_
asked	PRED	PRED
Bush	_	_
.	_	_
Hiller	_	_
replied	PRED	PRED
:	_	_
|	|	_	_
No	_	_
,	_	_
it	_	_
's	PRED	PRED
four	_	_
questions	_	PRED
of	_	_
four	_	_
leaders	_	_
in	_	_
four	_	_
hot	_	_
spots	_	_
.	_	_
|	|	_	_
.	_	_
.	_	_
.	_	_
Bush	_	_
,	_	_
in	_	_
answering	_	PRED
the	_	_
question	_	PRED
about	_	_
the	_	_
leader	_	_
